SiteName,Year,Month,Time,Salinity,Latitude,Longitude,Grid.Lat,Grid.Long,Unique,Depth,Flow,PREC,AMO,NAO,ACE,AMO6,NAO6,FLOW6,PREC6
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1982,6,1982_6,70,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,293294,7.2,-0.18,-3,100.3,-0.129166667,0.05,860309,45.31666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1982,7,1982_7,68,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,54399,NA,-0.225,-0.8,31.5,-0.153833333,0.133333333,871919,53.96
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1982,8,1982_8,66,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,38441,36.9,-0.305,2.5,31.5,-0.192166667,0.266666667,728803,34.94
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1982,8,1982_8,126,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,38441,36.9,-0.305,2.5,31.5,-0.192166667,0.266666667,728803,34.94
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1982,9,1982_9,76,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,34310,63.8,-0.304,0.5,31.5,-0.230166667,-0.066666667,714334,46.78
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1982,10,1982_10,23,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,35907,52.8,-0.367,1.1,31.5,-0.2615,0.216666667,709851,49.58
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1982,11,1982_11,27,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,36253,49,-0.413,2.2,31.5,-0.299,0.416666667,492604,41.94
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1982,11,1982_11,32,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,36253,49,-0.413,2.2,31.5,-0.299,0.416666667,492604,41.94
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1982,12,1982_12,57,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,45785,34,-0.376,2.6,31.5,-0.331666667,1.35,245095,47.3
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,1,1983_1,23,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,29425,33.4,-0.294,2.6,31.5,-0.343166667,1.916666667,220121,44.98333333
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1983,2,1983_2,18,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,106645,90.2,-0.1,-1.1,31.5,-0.309,1.316666667,288325,53.86666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,2,1983_2,52,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,106645,90.2,-0.1,-1.1,31.5,-0.309,1.316666667,288325,53.86666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,3,1983_3,106,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,63027,41.9,0.085,2,31.5,-0.244166667,1.566666667,317042,50.21666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,4,1983_4,103,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,33056,NA,0.063,-1.2,31.5,-0.1725,1.183333333,314191,49.7
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1983,5,1983_5,30,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,48484,15.5,-0.044,-0.4,31.5,-0.111,0.75,326422,43
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,5,1983_5,118,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,48484,15.5,-0.044,-0.4,31.5,-0.111,0.75,326422,43
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,6,1983_6,79,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,115164,32,-0.05,0.6,31.5,-0.056666667,0.416666667,395801,42.6
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,7,1983_7,87,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,227480,215.4,-0.011,-0.5,17.4,-0.0095,-0.1,593856,79
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,8,1983_8,15,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,42277,25.3,-0.154,1.4,17.4,-0.0185,0.316666667,529488,66.02
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1983,8,1983_8,37,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,42277,25.3,-0.154,1.4,17.4,-0.0185,0.316666667,529488,66.02
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1983,9,1983_9,43,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,63881,223.6,-0.212,-1.9,17.4,-0.068,-0.333333333,530342,102.36
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,9,1983_9,59,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,63881,223.6,-0.212,-1.9,17.4,-0.068,-0.333333333,530342,102.36
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,10,1983_10,33,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,56287,106.2,-0.192,2,17.4,-0.1105,0.2,553573,103
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,11,1983_11,73,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,36785,51,-0.154,-3.6,17.4,-0.128833333,-0.333333333,541874,108.9166667
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1983,12,1983_12,19,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,31511,16.4,0.001,0.3,17.4,-0.120333333,-0.383333333,458221,106.3166667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1983,12,1983_12,31,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,31511,16.4,0.001,0.3,17.4,-0.120333333,-0.383333333,458221,106.3166667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,1,1984_1,37,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,64697,79.8,-0.103,3.4,17.4,-0.135666667,0.266666667,295438,83.71666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,2,1984_2,46,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,36261,8.4,-0.084,1.6,17.4,-0.124,0.3,289422,80.9
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1984,3,1984_3,58,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,32310,8.9,-0.121,-1.9,17.4,-0.108833333,0.3,257851,45.11666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,3,1984_3,114,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,32310,8.9,-0.121,-1.9,17.4,-0.108833333,0.3,257851,45.11666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,4,1984_4,108,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,32739,1.3,-0.153,-1,17.4,-0.102333333,-0.2,234303,27.63333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,5,1984_5,178,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,55752,76.7,-0.162,1.6,17.4,-0.103666667,0.666666667,253270,31.91666667
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1984,6,1984_6,40,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,32034,3.9,-0.321,0.3,17.4,-0.157333333,0.666666667,253793,29.83333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,6,1984_6,159,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,32034,3.9,-0.321,0.3,17.4,-0.157333333,0.666666667,253793,29.83333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,7,1984_7,220,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,30793,24.8,-0.262,-1.7,84.3,-0.183833333,-0.183333333,219889,20.66666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,8,1984_8,111,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,22972,30.3,-0.222,0.5,84.3,-0.206833333,-0.366666667,206600,24.31666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,9,1984_9,61,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,348528,49.6,-0.205,0.4,84.3,-0.220833333,0.016666667,522818,31.1
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1984,10,1984_10,39,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,75657,39.3,-0.34,1.3,84.3,-0.252,0.4,565736,37.43333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,10,1984_10,64,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,75657,39.3,-0.34,1.3,84.3,-0.252,0.4,565736,37.43333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,11,1984_11,182,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,35360,21.1,-0.42,0.3,84.3,-0.295,0.183333333,545344,28.16666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1984,12,1984_12,88,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,27987,48.3,-0.314,1.5,84.3,-0.293833333,0.383333333,541297,35.56666667
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1985,1,1985_1,38,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,39025,123.3,-0.351,-2.7,84.3,-0.308666667,0.216666667,549529,51.98333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,1,1985_1,52,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,39025,123.3,-0.351,-2.7,84.3,-0.308666667,0.216666667,549529,51.98333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,2,1985_2,39,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,23468,NA,-0.326,-1.5,84.3,-0.326,-0.116666667,550025,56.32
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,3,1985_3,382,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,27349,63.9,-0.353,0.6,84.3,-0.350666667,-0.083333333,228846,59.18
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1985,4,1985_4,41,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,59637,153.3,-0.397,0.2,84.3,-0.360166667,-0.266666667,212826,81.98
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,4,1985_4,117,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,59637,153.3,-0.397,0.2,84.3,-0.360166667,-0.266666667,212826,81.98
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,5,1985_5,280,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,143422,80.3,-0.334,-0.9,84.3,-0.345833333,-0.466666667,320888,93.82
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,6,1985_6,163,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,89002,68.8,-0.124,-1.9,84.3,-0.314166667,-1.033333333,381903,97.92
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,7,1985_7,171,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,36311,62.5,-0.149,0.3,88,-0.2805,-0.533333333,379189,85.76
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1985,8,1985_8,30,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,21601,51.6,-0.278,1.2,88,-0.2725,-0.083333333,377322,80.06666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,8,1985_8,109,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,21601,51.6,-0.278,1.2,88,-0.2725,-0.083333333,377322,80.06666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,9,1985_9,37,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,65297,197,-0.244,-1.7,88,-0.254333333,-0.466666667,415270,102.25
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,10,1985_10,95,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,263688,76.5,-0.242,-0.4,88,-0.2285,-0.566666667,619321,89.45
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1985,11,1985_11,14,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,31699,38.6,-0.292,-2.4,88,-0.2215,-0.816666667,507598,82.5
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,11,1985_11,58,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,31699,38.6,-0.292,-2.4,88,-0.2215,-0.816666667,507598,82.5
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1985,12,1985_12,28,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,21069,26.2,-0.333,-1.2,88,-0.256333333,-0.7,439665,75.4
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,1,1986_1,62,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,28753,32.8,-0.34,2.4,88,-0.288166667,-0.35,432107,70.45
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1986,2,1986_2,21,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,28163,21.2,-0.272,-2.7,88,-0.287166667,-1,438669,65.38333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,2,1986_2,79,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,28163,21.2,-0.272,-2.7,88,-0.287166667,-1,438669,65.38333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,3,1986_3,133,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,21802,5.6,-0.289,3.9,88,-0.294666667,-0.066666667,395174,33.48333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,4,1986_4,100,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,24113,24.3,-0.321,0,88,-0.307833333,0,155599,24.78333333
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1986,5,1986_5,11,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,47972,75.6,-0.225,2.4,88,-0.296666667,0.8,171872,30.95
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,5,1986_5,63,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,47972,75.6,-0.225,2.4,88,-0.296666667,0.8,171872,30.95
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,6,1986_6,117,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,73670,85.2,-0.258,0.6,88,-0.284166667,1.1,224473,40.78333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,7,1986_7,178,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,20219,0,-0.245,0.6,35.8,-0.268333333,0.8,215939,35.31666667
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1986,8,1986_8,12,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,26446,83.1,-0.269,-3.7,35.8,-0.267833333,0.633333333,214222,45.63333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,8,1986_8,102,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,26446,83.1,-0.269,-3.7,35.8,-0.267833333,0.633333333,214222,45.63333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,9,1986_9,68,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,25943,49.8,-0.216,-3.3,35.8,-0.255666667,-0.566666667,218363,53
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,10,1986_10,71,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,40364,186.4,-0.315,3.6,35.8,-0.254666667,0.033333333,234614,80.01666667
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1986,11,1986_11,10,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,101054,52.6,-0.394,3.3,35.8,-0.282833333,0.183333333,287696,76.18333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,11,1986_11,59,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,101054,52.6,-0.394,3.3,35.8,-0.282833333,0.183333333,287696,76.18333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1986,12,1986_12,10,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,32409,102.4,-0.368,1.9,35.8,-0.301166667,0.4,246435,79.05
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,1,1987_1,48,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,47325,37.7,-0.274,-3.5,35.8,-0.306,-0.283333333,273541,85.33333333
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1987,2,1987_2,15,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,49451,149.5,-0.214,-0.7,35.8,-0.296833333,0.216666667,296546,96.4
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,2,1987_2,65,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,49451,149.5,-0.214,-0.7,35.8,-0.296833333,0.216666667,296546,96.4
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,3,1987_3,155,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,27097,14.5,-0.029,-0.1,35.8,-0.265666667,0.75,297700,90.51666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,4,1987_4,176,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,24716,16,0.033,0.6,35.8,-0.207666667,0.25,282052,62.11666667
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1987,5,1987_5,23,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,57875,54,0.071,-1.8,35.8,-0.130166667,-0.6,238873,62.35
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,5,1987_5,128,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,57875,54,0.071,-1.8,35.8,-0.130166667,-0.6,238873,62.35
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,6,1987_6,36,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,135616,102.8,0.206,-1.1,35.8,-0.0345,-1.1,342080,62.41666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,7,1987_7,79,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,48153,43.5,0.283,0,34.4,0.058333333,-0.516666667,342908,63.38333333
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1987,8,1987_8,25,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,24612,94.7,0.283,-3.3,34.4,0.141166667,-0.95,318069,54.25
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,8,1987_8,194,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,24612,94.7,0.283,-3.3,34.4,0.141166667,-0.95,318069,54.25
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,9,1987_9,75,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,71362,104.9,0.197,-0.4,34.4,0.178833333,-1,362334,69.31666667
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,10,1987_10,50,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,49206,132.8,0.05,0.8,34.4,0.181666667,-0.966666667,386824,88.78333333
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1987,11,1987_11,38,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,47253,45.3,-0.067,0.1,34.4,0.158666667,-0.65,376202,87.33333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,11,1987_11,47,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,47253,45.3,-0.067,0.1,34.4,0.158666667,-0.65,376202,87.33333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1987,12,1987_12,30,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,20189,16.1,0.046,-2.3,34.4,0.132,-0.85,260775,72.88333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1988,1,1988_1,21,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,56600,27,-0.039,1.1,34.4,0.078333333,-0.666666667,269222,70.13333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1988,2,1988_2,43,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,27939,39.5,-0.113,0.3,34.4,0.012333333,-0.066666667,272549,60.93333333
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1988,2,1988_2,55,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,27939,39.5,-0.113,0.3,34.4,0.012333333,-0.066666667,272549,60.93333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1988,3,1988_3,65,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,26939,29.1,-0.008,0.9,34.4,-0.021833333,0.15,228126,48.3
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1988,4,1988_4,1762,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,20165,14.5,0.053,-2.4,34.4,-0.021333333,-0.383333333,199085,28.58333333
NUECES RIVER TIDAL NORTH OF VIOLA TURNING BASIN 2.11 MILES UPSTREAM OF CONFLUENCE WITH NUECES BAY,1988,5,1988_5,23,27.846666,-97.52084,27.8,-97.5,27.8_-97.5,0.3,31553,171.2,0.139,-0.4,34.4,0.013,-0.466666667,183385,49.56666667
NUECES BAY US 181 BRIDGE AT CAUSEWAY NORTH SIDE,1988,5,1988_5,54,27.852777,-97.360275,27.9,-97.4,27.9_-97.4,0.3,31553,171.2,0.139,-0.4,34.4,0.013,-0.466666667,183385,49.56666667
